SUBURB_NAME,DATE_MONTH,avg_land_value,property_count,DATE_MONTH_QDATE,property_count_int,avg_land_value_decimal
CABARITA,2019-07-01,"1842784.4208494215","518",2019/07/01,"518",1842784.42
MOUNT TENANDRA,2019-07-01,"1842566.875","16",2019/07/01,"16",1842566.88
HILLSDALE,2017-07-01,"1840217.9468599039","414",2017/07/01,"414",1840217.95
CASTLECRAG,2017-07-01,"1839794.7900599823","1167",2017/07/01,"1167",1839794.79
CROWS NEST,2020-07-01,"1839712.7492447116","1324",2020/07/01,"1324",1839712.75
CONIMBIA,2019-07-01,"1838173.6842105263","19",2019/07/01,"19",1838173.68
SOUTH COOGEE,2017-07-01,"1837926.526315788","1330",2017/07/01,"1330",1837926.53
KINGS HILL,2017-07-01,"1837500","8",2017/07/01,"8",1837500.00
CAMMERAY,2019-07-01,"1835013.6482758617","1450",2019/07/01,"1450",1835013.65
ROSEVILLE,2020-07-01,"1834477.5124201544","2818",2020/07/01,"2818",1834477.51
BOONAL,2016-07-01,"1832904.2307692308","26",2016/07/01,"26",1832904.23
CONIMBIA,2018-07-01,"1832673.076923077","13",2018/07/01,"13",1832673.08
MUNDARLO,2018-07-01,"1832582.8","25",2018/07/01,"25",1832582.80
BIALA,2020-07-01,"1830842.6086956519","46",2020/07/01,"46",1830842.61
MIAMLEY,2020-07-01,"1830681.8181818184","11",2020/07/01,"11",1830681.82
LINDFIELD,2017-07-01,"1830452.457002457","2442",2017/07/01,"2442",1830452.46
ENVIRONA,2017-07-01,"1830000","1",2017/07/01,"1",1830000.00
CROOBLE,2018-07-01,"1826989.3181818184","44",2018/07/01,"44",1826989.32
LAKE BREWSTER,2020-07-01,"1826760","5",2020/07/01,"5",1826760.00
BOOROLONG,2019-07-01,"1826677.6470588236","34",2019/07/01,"34",1826677.65
BOGAN,2018-07-01,"1823217.3913043479","23",2018/07/01,"23",1823217.39
ROSEVILLE,2018-07-01,"1823082.4074074053","2808",2018/07/01,"2808",1823082.41
WAVERLEY,2016-07-01,"1822453.1180400879","898",2016/07/01,"898",1822453.12
WARRAWEE,2020-07-01,"1821744.076433121","785",2020/07/01,"785",1821744.08
INGLESIDE,2017-07-01,"1821380.0000000002","440",2017/07/01,"440",1821380.00
NARRAN LAKE,2019-07-01,"1820250","8",2019/07/01,"8",1820250.00
WAVERLEY,2020-07-01,"1819834.2222222222","900",2020/07/01,"900",1819834.22
SHELLHARBOUR CITY CENTRE,2016-07-01,"1819061.6666666667","78",2016/07/01,"78",1819061.67
MERAH NORTH,2016-07-01,"1817195.0793650795","63",2016/07/01,"63",1817195.08
YALLAROI,2018-07-01,"1817038.6486486485","37",2018/07/01,"37",1817038.65
YALLAROI,2016-07-01,"1816956.0526315789","38",2016/07/01,"38",1816956.05
FRESHWATER,2019-07-01,"1813127.4663212444","1930",2019/07/01,"1930",1813127.47
FAIRLIGHT,2020-07-01,"1812799.0551615444","1269",2020/07/01,"1269",1812799.06
BEGGAN BEGGAN,2016-07-01,"1812333.3333333335","3",2016/07/01,"3",1812333.33
NELSON,2019-07-01,"1811550.2857142857","175",2019/07/01,"175",1811550.29
ROSEVILLE,2017-07-01,"1811527.314285713","2800",2017/07/01,"2800",1811527.31
BELLATA,2018-07-01,"1811408.7864077676","206",2018/07/01,"206",1811408.79
QUEENS PARK,2017-07-01,"1810471.9371727752","955",2017/07/01,"955",1810471.94
MURRAWOMBIE,2019-07-01,"1809545.4545454544","11",2019/07/01,"11",1809545.45
DEE WHY,2019-07-01,"1807476.6969822249","2419",2019/07/01,"2419",1807476.70
WAVERLEY,2019-07-01,"1805922.4444444447","900",2019/07/01,"900",1805922.44
COOPERS SHOOT,2018-07-01,"1804068.1818181816","132",2018/07/01,"132",1804068.18
GUNDAMULDA,2020-07-01,"1804000","8",2020/07/01,"8",1804000.00
MACDONALDS CREEK,2017-07-01,"1801222.2222222222","9",2017/07/01,"9",1801222.22
WANTIOOL,2020-07-01,"1800953.3333333333","30",2020/07/01,"30",1800953.33
TOOLOON,2019-07-01,"1798807.6923076925","26",2019/07/01,"26",1798807.69
TOOLOON,2020-07-01,"1798807.6923076923","26",2020/07/01,"26",1798807.69
NARRAN LAKE,2018-07-01,"1798625","8",2018/07/01,"8",1798625.00
CATTLE CREEK,2017-07-01,"1796122.222222222","27",2017/07/01,"27",1796122.22
LINDFIELD,2018-07-01,"1795811.293172691","2490",2018/07/01,"2490",1795811.29
WARRAH RIDGE,2019-07-01,"1792667.5925925926","54",2019/07/01,"54",1792667.59
ANGUS,2020-07-01,"1792000","2",2020/07/01,"2",1792000.00
LITTLE BAY,2017-07-01,"1791555.5541401282","785",2017/07/01,"785",1791555.55
ANGUS,2019-07-01,"1791500","2",2019/07/01,"2",1791500.00
BULLA,2020-07-01,"1788850","6",2020/07/01,"6",1788850.00
CURL CURL,2020-07-01,"1786390.9253246745","616",2020/07/01,"616",1786390.93
ABINGTON,2020-07-01,"1785507.6923076925","13",2020/07/01,"13",1785507.69
BALMAIN,2020-07-01,"1785010.4226284272","3173",2020/07/01,"3173",1785010.42
NORWEST,2016-07-01,"1783921.1397849447","465",2016/07/01,"465",1783921.14
SEAFORTH,2017-07-01,"1783793.0726731832","2353",2017/07/01,"2353",1783793.07
MARTHAGUY,2017-07-01,"1782315.2","50",2017/07/01,"50",1782315.20
SOUTH COOGEE,2019-07-01,"1781348.2453531614","1345",2019/07/01,"1345",1781348.25
WILLURAH,2019-07-01,"1779392.5","8",2019/07/01,"8",1779392.50
WILLURAH,2020-07-01,"1779392.5","8",2020/07/01,"8",1779392.50
SEAFORTH,2018-07-01,"1778863.0997876832","2355",2018/07/01,"2355",1778863.10
NEWCASTLE WEST,2018-07-01,"1777860.038610039","259",2018/07/01,"259",1777860.04
MCMAHONS REEF,2020-07-01,"1776788.888888889","36",2020/07/01,"36",1776788.89
BALMAIN,2018-07-01,"1776657.814321924","3156",2018/07/01,"3156",1776657.81
BALGOWLAH HEIGHTS,2017-07-01,"1776219.4217081855","1124",2017/07/01,"1124",1776219.42
WARRAWEE,2017-07-01,"1775899.0956072365","774",2017/07/01,"774",1775899.10
BLUE NOBBY,2017-07-01,"1773545.4545454546","11",2017/07/01,"11",1773545.45
WAVERTON,2016-07-01,"1773383.9888682743","539",2016/07/01,"539",1773383.99
ASHFIELD,2018-07-01,"1773349.3522483914","3736",2018/07/01,"3736",1773349.35
BOOMI,2020-07-01,"1772907.2027972031","143",2020/07/01,"143",1772907.20
ROSEBERY,2016-07-01,"1772520.285185185","1890",2016/07/01,"1890",1772520.29
ABERFOYLE,2019-07-01,"1770324","70",2019/07/01,"70",1770324.00
CORINELLA,2020-07-01,"1770171.1428571427","35",2020/07/01,"35",1770171.14
GEORGES CREEK,2018-07-01,"1769636.3636363638","11",2018/07/01,"11",1769636.36
NOMBI,2017-07-01,"1768872.7272727275","22",2017/07/01,"22",1768872.73
GEORGES CREEK,2019-07-01,"1767000","11",2019/07/01,"11",1767000.00
WARRAWEE,2018-07-01,"1766447.1116816443","779",2018/07/01,"779",1766447.11
GARAH,2018-07-01,"1765372.7638190954","199",2018/07/01,"199",1765372.76
GUNGALMAN,2017-07-01,"1763718.6666666665","15",2017/07/01,"15",1763718.67
ANGUS,2018-07-01,"1763000","2",2018/07/01,"2",1763000.00
BULYEROI,2017-07-01,"1762382.6666666667","15",2017/07/01,"15",1762382.67
NAREMBURN,2018-07-01,"1760833.335745296","1382",2018/07/01,"1382",1760833.34
KILLARA,2019-07-01,"1759917.0731707318","2419",2019/07/01,"2419",1759917.07
FOREST LODGE,2018-07-01,"1758804.9266503649","818",2018/07/01,"818",1758804.93
NARRAN LAKE,2017-07-01,"1757587.5","8",2017/07/01,"8",1757587.50
LITTLE BAY,2018-07-01,"1757512.7010050253","796",2018/07/01,"796",1757512.70
BLUE VALE,2020-07-01,"1757400","38",2020/07/01,"38",1757400.00
NORTH WILLOUGHBY,2017-07-01,"1756712.8855721387","1206",2017/07/01,"1206",1756712.89
BERTHONG,2016-07-01,"1756481.8181818181","33",2016/07/01,"33",1756481.82
DEE WHY,2020-07-01,"1755748.2806945012","2419",2020/07/01,"2419",1755748.28
SILVERWATER,2020-07-01,"1755615.7384284169","929",2020/07/01,"929",1755615.74
BLACKVILLE,2019-07-01,"1754752.7272727271","77",2019/07/01,"77",1754752.73
MALABAR,2018-07-01,"1754144.7474747484","990",2018/07/01,"990",1754144.75
MAGOMETON,2017-07-01,"1754000","5",2017/07/01,"5",1754000.00
RICHMOND LOWLANDS,2016-07-01,"1752774.1935483871","31",2016/07/01,"31",1752774.19
NORTH WILLOUGHBY,2018-07-01,"1752624.1625207292","1206",2018/07/01,"1206",1752624.16
SALISBURY PLAINS,2020-07-01,"1751710.0000000002","60",2020/07/01,"60",1751710.00
MIDDLE DURAL,2018-07-01,"1749405.1359516613","331",2018/07/01,"331",1749405.14
RIVERVIEW,2018-07-01,"1747440.0799999998","1000",2018/07/01,"1000",1747440.08
TOOLOON,2018-07-01,"1745583.3333333333","24",2018/07/01,"24",1745583.33
NEWCASTLE WEST,2019-07-01,"1744842.0370370371","270",2019/07/01,"270",1744842.04
YANGA,2019-07-01,"1743388.888888889","9",2019/07/01,"9",1743388.89
YANGA,2020-07-01,"1743388.8888888885","9",2020/07/01,"9",1743388.89
EURONGILLY,2019-07-01,"1743225.0980392159","51",2019/07/01,"51",1743225.10
PUTNEY,2018-07-01,"1742981.3798219594","1348",2018/07/01,"1348",1742981.38
BRUSHY CREEK,2020-07-01,"1742899.6153846155","26",2020/07/01,"26",1742899.62
MULLENGUDGERY,2019-07-01,"1742431.111111111","27",2019/07/01,"27",1742431.11
MULLENGUDGERY,2020-07-01,"1742394.0740740739","27",2020/07/01,"27",1742394.07
LINDFIELD,2019-07-01,"1740390.4354774267","2503",2019/07/01,"2503",1740390.44
WEEMELAH,2017-07-01,"1739346.7272727275","55",2017/07/01,"55",1739346.73
HABERFIELD,2018-07-01,"1737382.2090369686","2191",2018/07/01,"2191",1737382.21
KIKIAMAH,2020-07-01,"1736850.8620689656","58",2020/07/01,"58",1736850.86
BYRON BAY,2020-07-01,"1733179.3198680945","2426",2020/07/01,"2426",1733179.32
COURADDA,2017-07-01,"1731788.2352941176","17",2017/07/01,"17",1731788.24
NAREMBURN,2017-07-01,"1730944.7463768106","1380",2017/07/01,"1380",1730944.75
STEWARTS MOUNT,2016-07-01,"1729933.3333333335","3",2016/07/01,"3",1729933.33
BUNDELLA,2017-07-01,"1729865.625","32",2017/07/01,"32",1729865.63
ONE TREE,2020-07-01,"1729494","20",2020/07/01,"20",1729494.00
HAREFIELD,2020-07-01,"1724443.975903614","83",2020/07/01,"83",1724443.98
ARUMPO,2020-07-01,"1723356.5217391306","23",2020/07/01,"23",1723356.52
MELBERGEN,2018-07-01,"1722000","5",2018/07/01,"5",1722000.00
HILLSDALE,2019-07-01,"1721949.8076923075","416",2019/07/01,"416",1721949.81
YALLAROI,2017-07-01,"1719984.5945945946","37",2017/07/01,"37",1719984.59
CABARITA,2016-07-01,"1719399.9806949804","518",2016/07/01,"518",1719399.98
ASHFIELD,2020-07-01,"1718935.880895284","3753",2020/07/01,"3753",1718935.88
OAKVILLE,2016-07-01,"1717282.8452579028","601",2016/07/01,"601",1717282.85
FAIRLIGHT,2019-07-01,"1716611.8211189911","1269",2019/07/01,"1269",1716611.82
NORTH STRATHFIELD,2018-07-01,"1715518.6525759585","757",2018/07/01,"757",1715518.65
GHOOLENDAADI,2019-07-01,"1715062.7272727275","33",2019/07/01,"33",1715062.73
GHOOLENDAADI,2018-07-01,"1714330.3030303032","33",2018/07/01,"33",1714330.30
SADDLEBACK MOUNTAIN,2020-07-01,"1713067.5","40",2020/07/01,"40",1713067.50
LANE COVE,2018-07-01,"1712489.2262175689","2197",2018/07/01,"2197",1712489.23
WANTAGONG,2017-07-01,"1711287.5","32",2017/07/01,"32",1711287.50
REDLANDS,2019-07-01,"1710105.7894736843","19",2019/07/01,"19",1710105.79
KANGAROO POINT,2018-07-01,"1709258.8541666663","192",2018/07/01,"192",1709258.85
KANGAROO POINT,2017-07-01,"1709102.6041666663","192",2017/07/01,"192",1709102.60
NORTHWOOD,2016-07-01,"1708015.952380952","336",2016/07/01,"336",1708015.95
WILLOUGHBY EAST,2017-07-01,"1704468.0463576161","604",2017/07/01,"604",1704468.05
GORDON,2020-07-01,"1704394.397556914","1801",2020/07/01,"1801",1704394.40
CECIL PARK,2018-07-01,"1703445.3424657532","292",2018/07/01,"292",1703445.34
LAKE COWAL,2020-07-01,"1703190.3846153843","78",2020/07/01,"78",1703190.38
BALGOWLAH,2018-07-01,"1703160.2111637709","1899",2018/07/01,"1899",1703160.21
QUEENS PARK,2020-07-01,"1702778.2881002072","958",2020/07/01,"958",1702778.29
GREEN HILLS,2018-07-01,"1701800","10",2018/07/01,"10",1701800.00
YARRAGRIN,2018-07-01,"1700750","8",2018/07/01,"8",1700750.00
RODD POINT,2018-07-01,"1700615.3663793104","464",2018/07/01,"464",1700615.37
BOOK BOOK,2019-07-01,"1700552.0833333335","48",2019/07/01,"48",1700552.08
SWANBROOK,2017-07-01,"1700130","10",2017/07/01,"10",1700130.00
TAHLEE,2016-07-01,"1700000","1",2016/07/01,"1",1700000.00
EAST LINDFIELD,2017-07-01,"1699696.8739205531","1158",2017/07/01,"1158",1699696.87
CULLIVEL,2020-07-01,"1699053.846153846","13",2020/07/01,"13",1699053.85
BENEREMBAH,2019-07-01,"1698854.3333333333","60",2019/07/01,"60",1698854.33
WARRAWEE,2019-07-01,"1698170.9554140132","785",2019/07/01,"785",1698170.96
ROSEVILLE,2019-07-01,"1697937.2214336407","2818",2019/07/01,"2818",1697937.22
MASCOT,2016-07-01,"1697167.0967741918","2759",2016/07/01,"2759",1697167.10
FOREST LODGE,2020-07-01,"1697151.3470873791","824",2020/07/01,"824",1697151.35
CAMMERAY,2017-07-01,"1694008.8919860621","1435",2017/07/01,"1435",1694008.89
WILLOUGHBY EAST,2018-07-01,"1693905.289256199","605",2018/07/01,"605",1693905.29
CURL CURL,2019-07-01,"1693734.1071428577","616",2019/07/01,"616",1693734.11
MALABAR,2017-07-01,"1693388.504577823","983",2017/07/01,"983",1693388.50
BIALA,2019-07-01,"1693301.3043478259","46",2019/07/01,"46",1693301.30
BYRON BAY,2019-07-01,"1692323.301731244","2426",2019/07/01,"2426",1692323.30
WARRADERRY,2020-07-01,"1692100","54",2020/07/01,"54",1692100.00
MIHI,2019-07-01,"1691001.6666666667","18",2019/07/01,"18",1691001.67
BULLAGREEN,2016-07-01,"1690966.6666666665","30",2016/07/01,"30",1690966.67
SILVERWATER,2018-07-01,"1690623.348913044","920",2018/07/01,"920",1690623.35
FRESHWATER,2016-07-01,"1689787.9616182558","1928",2016/07/01,"1928",1689787.96
QUEENS PARK,2019-07-01,"1688206.8893528187","958",2019/07/01,"958",1688206.89
CASTLE COVE,2018-07-01,"1687126.7161016949","944",2018/07/01,"944",1687126.72
MIDDLE DURAL,2017-07-01,"1686121.1480362534","331",2017/07/01,"331",1686121.15
RODD POINT,2017-07-01,"1684897.3218142544","463",2017/07/01,"463",1684897.32
KANGAROO POINT,2019-07-01,"1684615.0259067353","193",2019/07/01,"193",1684615.03
ERIN VALE,2019-07-01,"1684406.5384615385","26",2019/07/01,"26",1684406.54
BROOKVALE,2017-07-01,"1684338.1584582448","934",2017/07/01,"934",1684338.16
BALMAIN,2019-07-01,"1683472.0047273869","3173",2019/07/01,"3173",1683472.00
FIVE DOCK,2018-07-01,"1683358.1801125705","2665",2018/07/01,"2665",1683358.18
YENNORA,2020-07-01,"1682886.3636363638","594",2020/07/01,"594",1682886.36
ONE TREE,2019-07-01,"1682443.9999999998","20",2019/07/01,"20",1682444.00
WANDSWORTH,2020-07-01,"1681698.6842105258","76",2020/07/01,"76",1681698.68
HORSLEY PARK,2018-07-01,"1680310.9851551957","741",2018/07/01,"741",1680310.99
KINGS HILL,2016-07-01,"1679125","8",2016/07/01,"8",1679125.00
CROOBLE,2017-07-01,"1676937.0454545454","44",2017/07/01,"44",1676937.05
WESTMEAD,2018-07-01,"1674710.4015799861","1519",2018/07/01,"1519",1674710.40
BINIGUY,2019-07-01,"1674023.4444444443","90",2019/07/01,"90",1674023.44
FURRACABAD,2020-07-01,"1673707.1428571427","28",2020/07/01,"28",1673707.14
JUNEE REEFS,2018-07-01,"1671487.6811594204","69",2018/07/01,"69",1671487.68
BALGOWLAH HEIGHTS,2020-07-01,"1667294.7251773055","1128",2020/07/01,"1128",1667294.73
HABERFIELD,2017-07-01,"1667118.9825718319","2123",2017/07/01,"2123",1667118.98
FOREST LODGE,2017-07-01,"1667036.7733990159","812",2017/07/01,"812",1667036.77
NORTH CURL CURL,2017-07-01,"1666135.6392156852","1275",2017/07/01,"1275",1666135.64
MILLIE,2016-07-01,"1665825.3846153845","13",2016/07/01,"13",1665825.38
LUDDENHAM,2018-07-01,"1665703.4108527126","645",2018/07/01,"645",1665703.41
SILVERWATER,2019-07-01,"1665472.0032292793","929",2019/07/01,"929",1665472.00
HILLSDALE,2020-07-01,"1665080.4807692308","416",2020/07/01,"416",1665080.48
MANLY VALE,2018-07-01,"1664140.7163053725","1061",2018/07/01,"1061",1664140.72
CASTLECRAG,2016-07-01,"1662023.5928143715","1169",2016/07/01,"1169",1662023.59
LAKE BREWSTER,2019-07-01,"1661980","5",2019/07/01,"5",1661980.00
MAGOMETON,2019-07-01,"1661500","10",2019/07/01,"10",1661500.00
MAGOMETON,2020-07-01,"1661500","10",2020/07/01,"10",1661500.00
MUNDARLO,2017-07-01,"1659944.5833333335","24",2017/07/01,"24",1659944.58
NORTH WILLOUGHBY,2020-07-01,"1659653.267162944","1209",2020/07/01,"1209",1659653.27
CLAREVILLE,2018-07-01,"1659361.5384615385","416",2018/07/01,"416",1659361.54
RIVERVIEW,2017-07-01,"1659075.8116232478","998",2017/07/01,"998",1659075.81
BOOMI,2019-07-01,"1658227.2727272727","143",2019/07/01,"143",1658227.27
GORDON,2018-07-01,"1657713.1323283077","1791",2018/07/01,"1791",1657713.13
KEERA,2019-07-01,"1657450.4545454546","22",2019/07/01,"22",1657450.45
COLLAROY,2019-07-01,"1657333.836838752","1569",2019/07/01,"1569",1657333.84
LLANDILO,2017-07-01,"1656322.0077220078","518",2017/07/01,"518",1656322.01
NEWCASTLE,2019-07-01,"1656195.6575121165","619",2019/07/01,"619",1656195.66
CASTLECRAG,2020-07-01,"1656168.0683760676","1170",2020/07/01,"1170",1656168.07
GOONOO GOONOO,2018-07-01,"1653938.888888889","18",2018/07/01,"18",1653938.89
CONIMBIA,2017-07-01,"1653468.4615384615","13",2017/07/01,"13",1653468.46
ASHFIELD,2017-07-01,"1652788.5415549611","3730",2017/07/01,"3730",1652788.54
FAIRLIGHT,2016-07-01,"1652451.14522494","1267",2016/07/01,"1267",1652451.15
GREEN HILLS,2020-07-01,"1652312.5","16",2020/07/01,"16",1652312.50
BOTANY,2017-07-01,"1652263.7287376898","2234",2017/07/01,"2234",1652263.73
GORDON,2017-07-01,"1651681.6358543406","1785",2017/07/01,"1785",1651681.64
BALGOWLAH,2017-07-01,"1651196.534601161","1893",2017/07/01,"1893",1651196.53
GOONOO GOONOO,2019-07-01,"1650573.6842105263","19",2019/07/01,"19",1650573.68
BYRON BAY,2018-07-01,"1649409.4809543728","2389",2018/07/01,"2389",1649409.48
TERRY HIE HIE,2017-07-01,"1647847.8378378379","37",2017/07/01,"37",1647847.84
BOTANY,2018-07-01,"1647628.416370108","2248",2018/07/01,"2248",1647628.42
HILLSDALE,2016-07-01,"1647545.1923076923","416",2016/07/01,"416",1647545.19
NORTH CURL CURL,2018-07-01,"1646782.8235294111","1275",2018/07/01,"1275",1646782.82
COLLAROY,2020-07-01,"1645824.8502230716","1569",2020/07/01,"1569",1645824.85
DEE WHY,2016-07-01,"1644681.5361719718","2419",2016/07/01,"2419",1644681.54
WILLOUGHBY,2018-07-01,"1644444.6258847327","1978",2018/07/01,"1978",1644444.63
URAWILKIE,2019-07-01,"1644333.3333333335","12",2019/07/01,"12",1644333.33
URAWILKIE,2020-07-01,"1644333.3333333333","12",2020/07/01,"12",1644333.33
ARUMPO,2019-07-01,"1643526.0869565217","23",2019/07/01,"23",1643526.09
PUTNEY,2017-07-01,"1643511.1747211914","1345",2017/07/01,"1345",1643511.17
LITTLE BILLABONG,2020-07-01,"1641812.0000000005","115",2020/07/01,"115",1641812.00
FOREST LODGE,2019-07-01,"1641620.2791262143","824",2019/07/01,"824",1641620.28
BOOROLONG,2018-07-01,"1641589.4117647058","34",2018/07/01,"34",1641589.41
EENAWEENA,2016-07-01,"1641500","6",2016/07/01,"6",1641500.00
BALGOWLAH HEIGHTS,2019-07-01,"1641046.2677304973","1128",2019/07/01,"1128",1641046.27
GLENQUARRY,2020-07-01,"1640911.8705035972","139",2020/07/01,"139",1640911.87
RUSSELL LEA,2018-07-01,"1640784.614343707","1478",2018/07/01,"1478",1640784.61
WAREEMBA,2018-07-01,"1640728.5467980297","406",2018/07/01,"406",1640728.55
BROKEN HEAD,2020-07-01,"1640706.4028776982","139",2020/07/01,"139",1640706.40
LITTLE JACKS CREEK,2020-07-01,"1640478.9473684211","19",2020/07/01,"19",1640478.95
MOUNT TENANDRA,2018-07-01,"1640120","15",2018/07/01,"15",1640120.00
NAREMBURN,2020-07-01,"1640041.1038961045","1386",2020/07/01,"1386",1640041.10
BLUE NOBBY,2016-07-01,"1640000","11",2016/07/01,"11",1640000.00
KYEAMBA,2020-07-01,"1639919.9999999998","55",2020/07/01,"55",1639920.00
MACQUARIE MARSHES,2019-07-01,"1639444.4444444445","9",2019/07/01,"9",1639444.44
MACQUARIE MARSHES,2020-07-01,"1639444.4444444445","9",2020/07/01,"9",1639444.44
LANE COVE,2020-07-01,"1638117.909502262","2210",2020/07/01,"2210",1638117.91
LANE COVE NORTH,2018-07-01,"1637879.8936170212","1598",2018/07/01,"1598",1637879.89
HERNANI,2019-07-01,"1637678.6666666663","75",2019/07/01,"75",1637678.67
CATTLE CREEK,2016-07-01,"1637540.7407407407","27",2016/07/01,"27",1637540.74
TUBBUL,2020-07-01,"1636575","30",2020/07/01,"30",1636575.00
QUANDA,2018-07-01,"1636485.5555555555","9",2018/07/01,"9",1636485.56
HERNANI,2018-07-01,"1636470.8333333333","72",2018/07/01,"72",1636470.83
MACDONALDS CREEK,2016-07-01,"1636000","9",2016/07/01,"9",1636000.00
MANLY VALE,2017-07-01,"1634924.9763481538","1057",2017/07/01,"1057",1634924.98
NEWCASTLE,2018-07-01,"1633593.4163879596","598",2018/07/01,"598",1633593.42
BAR BEACH,2018-07-01,"1632536.8078175897","307",2018/07/01,"307",1632536.81
JEMALONG,2020-07-01,"1632097.254901961","51",2020/07/01,"51",1632097.25
CASTLE COVE,2017-07-01,"1631475.7733050839","944",2017/07/01,"944",1631475.77
BUNDELLA,2016-07-01,"1631130.303030303","33",2016/07/01,"33",1631130.30
RAWDON VALE,2019-07-01,"1630650","10",2019/07/01,"10",1630650.00
RAWDON VALE,2020-07-01,"1630650","10",2020/07/01,"10",1630650.00
BULLA,2019-07-01,"1630166.6666666665","6",2019/07/01,"6",1630166.67
WARDS MISTAKE,2020-07-01,"1629440.9999999998","30",2020/07/01,"30",1629441.00
LANE COVE WEST,2020-07-01,"1629275.8220024733","809",2020/07/01,"809",1629275.82
MCLEODS SHOOT,2019-07-01,"1628895.9090909089","44",2019/07/01,"44",1628895.91
MCLEODS SHOOT,2020-07-01,"1628895.9090909089","44",2020/07/01,"44",1628895.91
KANGAROO POINT,2016-07-01,"1628394.7916666663","192",2016/07/01,"192",1628394.79
SWANBROOK,2016-07-01,"1626920","10",2016/07/01,"10",1626920.00
NORTH STRATHFIELD,2020-07-01,"1626541.1140235907","763",2020/07/01,"763",1626541.11
YANNERGEE,2019-07-01,"1625996.6666666667","30",2019/07/01,"30",1625996.67
BALMAIN,2017-07-01,"1625916.912168636","3131",2017/07/01,"3131",1625916.91
CURL CURL,2016-07-01,"1625738.3603896103","616",2016/07/01,"616",1625738.36
RAWDON VALE,2018-07-01,"1625380","10",2018/07/01,"10",1625380.00
GORDON,2019-07-01,"1624187.9566907282","1801",2019/07/01,"1801",1624187.96
SUMMER HILL,2018-07-01,"1624043.6507936502","1575",2018/07/01,"1575",1624043.65
WILLOUGHBY,2017-07-01,"1623547.8256462233","1973",2017/07/01,"1973",1623547.83
QUEENS PARK,2016-07-01,"1623104.7857889221","957",2016/07/01,"957",1623104.79
BROKEN HEAD,2019-07-01,"1620569.7122302165","139",2019/07/01,"139",1620569.71
ASHFIELD,2019-07-01,"1620460.5891286973","3753",2019/07/01,"3753",1620460.59
